url	url_hash	retrieved_at	finished_at	curl_exit	http_status	final_url	content_type	size_download	redirects	curl_error	body_path	headers_path
https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	105ea4336bff1526	2026-07-28T21:07:08.560226+00:00	2026-07-28T21:07:08.613990+00:00	0	200	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	21168	0		bodies/105ea4336bff1526.body	bodies/105ea4336bff1526.headers
https://bambinos.github.io/bambi/notebooks/logistic_regression.html	9adcc5f53194f0e1	2026-07-28T21:07:08.565065+00:00	2026-07-28T21:07:08.616211+00:00	0	200	https://bambinos.github.io/bambi/notebooks/logistic_regression.html	text/html; charset=utf-8	21496	0		bodies/9adcc5f53194f0e1.body	bodies/9adcc5f53194f0e1.headers
https://bambinos.github.io/bambi/notebooks/mister_p.html	9ded98d261a9f6e1	2026-07-28T21:07:08.565784+00:00	2026-07-28T21:07:08.610040+00:00	0	200	https://bambinos.github.io/bambi/notebooks/mister_p.html	text/html; charset=utf-8	117464	0		bodies/9ded98d261a9f6e1.body	bodies/9ded98d261a9f6e1.headers
https://bambinos.github.io/bambi/notebooks/model_comparison.html	edd7e51b1d885e30	2026-07-28T21:07:08.569578+00:00	2026-07-28T21:07:08.640169+00:00	0	200	https://bambinos.github.io/bambi/notebooks/model_comparison.html	text/html; charset=utf-8	19666	0		bodies/edd7e51b1d885e30.body	bodies/edd7e51b1d885e30.headers
https://bambinos.github.io/bambi/notebooks/multi-level_regression.html	fbbfc70851256a3d	2026-07-28T21:07:08.571485+00:00	2026-07-28T21:07:08.609127+00:00	0	200	https://bambinos.github.io/bambi/notebooks/multi-level_regression.html	text/html; charset=utf-8	21973	0		bodies/fbbfc70851256a3d.body	bodies/fbbfc70851256a3d.headers
https://bambinos.github.io/bambi/notebooks/negative_binomial.html	23004cf4190ce519	2026-07-28T21:07:08.578204+00:00	2026-07-28T21:07:08.638079+00:00	0	200	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	text/html; charset=utf-8	19179	0		bodies/23004cf4190ce519.body	bodies/23004cf4190ce519.headers
https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	8acdb3559a8df8ea	2026-07-28T21:07:08.579350+00:00	2026-07-28T21:07:08.611811+00:00	0	200	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	text/html; charset=utf-8	24663	0		bodies/8acdb3559a8df8ea.body	bodies/8acdb3559a8df8ea.headers
https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	16b7c6ed7efaa1ab	2026-07-28T21:07:08.579484+00:00	2026-07-28T21:07:08.608534+00:00	0	200	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	30281	0		bodies/16b7c6ed7efaa1ab.body	bodies/16b7c6ed7efaa1ab.headers
https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	fcfebaa14b98981f	2026-07-28T21:07:08.584793+00:00	2026-07-28T21:07:08.612451+00:00	0	200	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	text/html; charset=utf-8	22509	0		bodies/fcfebaa14b98981f.body	bodies/fcfebaa14b98981f.headers
https://bambinos.github.io/bambi/notebooks/plot_predictions.html	5cb3cb01fadee538	2026-07-28T21:07:08.592202+00:00	2026-07-28T21:07:08.636212+00:00	0	200	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	text/html; charset=utf-8	24397	0		bodies/5cb3cb01fadee538.body	bodies/5cb3cb01fadee538.headers
https://bambinos.github.io/bambi/notebooks/plot_slopes.html	67ccbf50a4e5b5d9	2026-07-28T21:07:08.602190+00:00	2026-07-28T21:07:08.641534+00:00	0	200	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	text/html; charset=utf-8	23401	0		bodies/67ccbf50a4e5b5d9.body	bodies/67ccbf50a4e5b5d9.headers
https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	6c4e4bb10bff7f54	2026-07-28T21:07:08.608650+00:00	2026-07-28T21:07:08.653573+00:00	0	200	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	text/html; charset=utf-8	22562	0		bodies/6c4e4bb10bff7f54.body	bodies/6c4e4bb10bff7f54.headers
https://bambinos.github.io/bambi/notebooks/predict_new_groups.html	8fa31ccded9ba3b1	2026-07-28T21:07:08.609232+00:00	2026-07-28T21:07:08.672506+00:00	0	200	https://bambinos.github.io/bambi/notebooks/predict_new_groups.html	text/html; charset=utf-8	22688	0		bodies/8fa31ccded9ba3b1.body	bodies/8fa31ccded9ba3b1.headers
https://bambinos.github.io/bambi/notebooks/quantile_regression.html	e9ab7d961bf8045c	2026-07-28T21:07:08.609709+00:00	2026-07-28T21:07:08.655028+00:00	0	200	https://bambinos.github.io/bambi/notebooks/quantile_regression.html	text/html; charset=utf-8	13739	0		bodies/e9ab7d961bf8045c.body	bodies/e9ab7d961bf8045c.headers
https://bambinos.github.io/bambi/notebooks/radon_example.html	c836ce3618f43618	2026-07-28T21:07:08.610088+00:00	2026-07-28T21:07:08.675752+00:00	0	200	https://bambinos.github.io/bambi/notebooks/radon_example.html	text/html; charset=utf-8	54453	0		bodies/c836ce3618f43618.body	bodies/c836ce3618f43618.headers
https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	cdd6d4864bc3e37f	2026-07-28T21:07:08.610539+00:00	2026-07-28T21:07:08.657052+00:00	0	200	https://bambinos.github.io/bambi/notebooks/shooter_crossed_random_ANOVA.html	text/html; charset=utf-8	26447	0		bodies/cdd6d4864bc3e37f.body	bodies/cdd6d4864bc3e37f.headers
https://bambinos.github.io/bambi/notebooks/sleepstudy.html	19a2df6d2ed6c2c1	2026-07-28T21:07:08.611857+00:00	2026-07-28T21:07:08.682260+00:00	0	200	https://bambinos.github.io/bambi/notebooks/sleepstudy.html	text/html; charset=utf-8	16365	0		bodies/19a2df6d2ed6c2c1.body	bodies/19a2df6d2ed6c2c1.headers
https://bambinos.github.io/bambi/notebooks/splines_cherry_blossoms.html	1197f3d71bf125af	2026-07-28T21:07:08.612484+00:00	2026-07-28T21:07:08.677016+00:00	0	200	https://bambinos.github.io/bambi/notebooks/splines_cherry_blossoms.html	text/html; charset=utf-8	20023	0		bodies/1197f3d71bf125af.body	bodies/1197f3d71bf125af.headers
https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	217e45ed3eb16c8c	2026-07-28T21:07:08.612896+00:00	2026-07-28T21:07:08.670277+00:00	0	200	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	text/html; charset=utf-8	73307	0		bodies/217e45ed3eb16c8c.body	bodies/217e45ed3eb16c8c.headers
https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	208888435d0ab0f3	2026-07-28T21:07:08.613134+00:00	2026-07-28T21:07:08.667674+00:00	0	200	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	text/html; charset=utf-8	55187	0		bodies/208888435d0ab0f3.body	bodies/208888435d0ab0f3.headers
https://bambinos.github.io/bambi/notebooks/survival_model.html	00850dc9a8d35edb	2026-07-28T21:07:08.614043+00:00	2026-07-28T21:07:08.657093+00:00	0	200	https://bambinos.github.io/bambi/notebooks/survival_model.html	text/html; charset=utf-8	22533	0		bodies/00850dc9a8d35edb.body	bodies/00850dc9a8d35edb.headers
https://bambinos.github.io/bambi/notebooks/t_regression.html	77f81f3219614212	2026-07-28T21:07:08.615046+00:00	2026-07-28T21:07:08.667074+00:00	0	200	https://bambinos.github.io/bambi/notebooks/t_regression.html	text/html; charset=utf-8	16187	0		bodies/77f81f3219614212.body	bodies/77f81f3219614212.headers
https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	79f29f376366ff09	2026-07-28T21:07:08.616255+00:00	2026-07-28T21:07:08.656816+00:00	0	200	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	text/html; charset=utf-8	15961	0		bodies/79f29f376366ff09.body	bodies/79f29f376366ff09.headers
https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	8c81166449399de1	2026-07-28T21:07:08.636314+00:00	2026-07-28T21:07:08.679042+00:00	0	200	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	text/html; charset=utf-8	22142	0		bodies/8c81166449399de1.body	bodies/8c81166449399de1.headers
https://baselinenowcast.epinowcast.org/articles/baselinenowcast.html	aa6d94b474ad749f	2026-07-28T21:07:08.638168+00:00	2026-07-28T21:07:08.673832+00:00	0	200	https://baselinenowcast.epinowcast.org/articles/baselinenowcast.html	text/html; charset=utf-8	10350	0		bodies/aa6d94b474ad749f.body	bodies/aa6d94b474ad749f.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-INLA.html	18654bfd51b9c301	2026-07-28T21:07:08.640235+00:00	2026-07-28T21:07:10.721508+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-INLA.html	text/html	30319	0		bodies/18654bfd51b9c301.body	bodies/18654bfd51b9c301.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-multilevel.html	aad80990d6d2f492	2026-07-28T21:07:08.641594+00:00	2026-07-28T21:07:10.734658+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-multilevel.html	text/html	28879	0		bodies/aad80990d6d2f492.body	bodies/aad80990d6d2f492.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-smoothing.html	51c7f12e12678148	2026-07-28T21:07:08.642013+00:00	2026-07-28T21:07:10.470877+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-smoothing.html	text/html	20050	0		bodies/51c7f12e12678148.body	bodies/51c7f12e12678148.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-spatial.html	43d93a9dd45dea3e	2026-07-28T21:07:08.653672+00:00	2026-07-28T21:07:10.747153+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-spatial.html	text/html	39466	0		bodies/43d93a9dd45dea3e.body	bodies/43d93a9dd45dea3e.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-survival.html	a5f555b753ac8a78	2026-07-28T21:07:08.655105+00:00	2026-07-28T21:07:10.455261+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-survival.html	text/html	26032	0		bodies/a5f555b753ac8a78.body	bodies/a5f555b753ac8a78.headers
https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	02874217959766ce	2026-07-28T21:07:08.656916+00:00	2026-07-28T21:07:10.739317+00:00	0	200	https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	text/html	23119	0		bodies/02874217959766ce.body	bodies/02874217959766ce.headers
https://bruno.nicenboim.me/bayescogsci/	7c8f7f23fc2119a9	2026-07-28T21:07:08.657145+00:00	2026-07-28T21:07:08.823311+00:00	0	200	https://bruno.nicenboim.me/bayescogsci/	text/html; charset=utf-8	34439	0		bodies/7c8f7f23fc2119a9.body	bodies/7c8f7f23fc2119a9.headers
https://cran.r-project.org/package=lme4	ff1ee0847632024d	2026-07-28T21:07:08.657201+00:00	2026-07-28T21:07:08.791020+00:00	0	200	https://cran.r-project.org/web/packages/lme4/index.html	text/html	9017	1		bodies/ff1ee0847632024d.body	bodies/ff1ee0847632024d.headers
https://cran.r-project.org/web/packages/MCMCglmm/vignettes/Overview.pdf	4e9e4ebaf3a7f86d	2026-07-28T21:07:08.667139+00:00	2026-07-28T21:07:08.769218+00:00	0	404	https://cran.r-project.org/web/packages/MCMCglmm/vignettes/Overview.pdf	text/html; charset=utf-8	992	0		bodies/4e9e4ebaf3a7f86d.body	bodies/4e9e4ebaf3a7f86d.headers
https://cran.r-project.org/web/packages/glmmTMB/vignettes/covstruct.html	232e4d955a5fd844	2026-07-28T21:07:08.667733+00:00	2026-07-28T21:07:08.805542+00:00	0	200	https://cran.r-project.org/web/packages/glmmTMB/vignettes/covstruct.html	text/html	50809	0		bodies/232e4d955a5fd844.body	bodies/232e4d955a5fd844.headers
https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	48ac13f72d132359	2026-07-28T21:07:08.670334+00:00	2026-07-28T21:07:08.769562+00:00	0	404	https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	text/html; charset=utf-8	992	0		bodies/48ac13f72d132359.body	bodies/48ac13f72d132359.headers
https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	1bcd4bbeacdac166	2026-07-28T21:07:08.672557+00:00	2026-07-28T21:07:08.858445+00:00	0	200	https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	application/pdf	529855	0		bodies/1bcd4bbeacdac166.body	bodies/1bcd4bbeacdac166.headers
https://dataverse.harvard.edu/	cc9835b1f040de20	2026-07-28T21:07:08.673883+00:00	2026-07-28T21:07:09.085778+00:00	0	202	https://dataverse.harvard.edu/	text/html; charset=UTF-8	0	0		bodies/cc9835b1f040de20.body	bodies/cc9835b1f040de20.headers
https://doi.org/10.18637/jss.v067.i01	66ce915b7b062ac9	2026-07-28T21:07:08.675823+00:00	2026-07-28T21:07:09.060689+00:00	0	200	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	40423	4		bodies/66ce915b7b062ac9.body	bodies/66ce915b7b062ac9.headers
https://doi.org/10.18637/jss.v080.i01	cd26f73a876302b9	2026-07-28T21:07:08.677061+00:00	2026-07-28T21:07:09.045878+00:00	0	200	https://www.jstatsoft.org/article/view/v080i01	text/html; charset=utf-8	39519	4		bodies/cd26f73a876302b9.body	bodies/cd26f73a876302b9.headers
https://doi.org/10.32614/RJ-2018-017	7e2ed975714c0346	2026-07-28T21:07:08.679121+00:00	2026-07-28T21:07:09.037213+00:00	0	200	https://journal.r-project.org/articles/RJ-2018-017/index.html	text/html	673596	2		bodies/7e2ed975714c0346.body	bodies/7e2ed975714c0346.headers
https://epidist.epinowcast.org/articles/epidist.html	21659550741c52a9	2026-07-28T21:07:08.682310+00:00	2026-07-28T21:07:08.702187+00:00	0	200	https://epidist.epinowcast.org/articles/epidist.html	text/html; charset=utf-8	18130	0		bodies/21659550741c52a9.body	bodies/21659550741c52a9.headers
https://gist.githubusercontent.com/ucals/2cf9d101992cb1b78c2cdd6e3bac6a4b/raw/43034c39052dcf97d4b894d2ec1bc3f90f3623d9/osic_pulmonary_fibrosis.csv	87af6dcab068e690	2026-07-28T21:07:08.688397+00:00	2026-07-28T21:07:08.871319+00:00	0	200	https://gist.githubusercontent.com/ucals/2cf9d101992cb1b78c2cdd6e3bac6a4b/raw/43034c39052dcf97d4b894d2ec1bc3f90f3623d9/osic_pulmonary_fibrosis.csv	text/plain; charset=utf-8	108892	0		bodies/87af6dcab068e690.body	bodies/87af6dcab068e690.headers
https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	a5866f2eacdc6788	2026-07-28T21:07:08.688848+00:00	2026-07-28T21:07:09.208891+00:00	0	200	https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/C_premade_models/pvl_delta.jl	text/html; charset=utf-8	59631	0		bodies/a5866f2eacdc6788.body	bodies/a5866f2eacdc6788.headers
https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/D_tutorials_examples/example_jget.jl	13a9dbe24a95839e	2026-07-28T21:07:08.702298+00:00	2026-07-28T21:07:09.212113+00:00	0	200	https://github.com/ComputationalPsychiatry/ActionModels.jl/blob/main/docs/julia_files/D_tutorials_examples/example_jget.jl	text/html; charset=utf-8	63683	0		bodies/13a9dbe24a95839e.body	bodies/13a9dbe24a95839e.headers
https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/JGET	b3e1b458a090e642	2026-07-28T21:07:08.702538+00:00	2026-07-28T21:07:09.323770+00:00	0	200	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/JGET	text/html; charset=utf-8	46828	0		bodies/b3e1b458a090e642.body	bodies/b3e1b458a090e642.headers
https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	419d67b6c0215b45	2026-07-28T21:07:08.769325+00:00	2026-07-28T21:07:09.276590+00:00	0	200	https://github.com/ComputationalPsychiatry/ActionModels.jl/tree/main/docs/example_data/ahn_et_al_2014	text/html; charset=utf-8	49318	0		bodies/419d67b6c0215b45.body	bodies/419d67b6c0215b45.headers
https://github.com/bambinos/bambi	feeb2cf34486a3bb	2026-07-28T21:07:08.769611+00:00	2026-07-28T21:07:09.463852+00:00	0	200	https://github.com/bambinos/bambi	text/html; charset=utf-8	64384	0		bodies/feeb2cf34486a3bb.body	bodies/feeb2cf34486a3bb.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	5db97c2d0a915324	2026-07-28T21:07:08.791120+00:00	2026-07-28T21:07:09.386829+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	text/html; charset=utf-8	68780	0		bodies/5db97c2d0a915324.body	bodies/5db97c2d0a915324.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	e040c081da10ecd6	2026-07-28T21:07:08.805646+00:00	2026-07-28T21:07:09.303108+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	text/html; charset=utf-8	48767	0		bodies/e040c081da10ecd6.body	bodies/e040c081da10ecd6.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	61143fd4db16e5a5	2026-07-28T21:07:08.823422+00:00	2026-07-28T21:07:09.351093+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	text/html; charset=utf-8	49276	0		bodies/61143fd4db16e5a5.body	bodies/61143fd4db16e5a5.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	ec29bec29153b9f6	2026-07-28T21:07:08.858582+00:00	2026-07-28T21:07:09.338410+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	text/html; charset=utf-8	48966	0		bodies/ec29bec29153b9f6.body	bodies/ec29bec29153b9f6.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	6a033d79971bc526	2026-07-28T21:07:08.871433+00:00	2026-07-28T21:07:09.422815+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	text/html; charset=utf-8	76309	0		bodies/6a033d79971bc526.body	bodies/6a033d79971bc526.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	79345155d7ab78c3	2026-07-28T21:07:09.037331+00:00	2026-07-28T21:07:09.546000+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	text/html; charset=utf-8	51263	0		bodies/79345155d7ab78c3.body	bodies/79345155d7ab78c3.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	a3c89aa1066b7955	2026-07-28T21:07:09.045987+00:00	2026-07-28T21:07:09.596432+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	text/html; charset=utf-8	74281	0		bodies/a3c89aa1066b7955.body	bodies/a3c89aa1066b7955.headers
https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	b4cb7dd35e2ac93e	2026-07-28T21:07:09.060798+00:00	2026-07-28T21:07:09.711855+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	text/html; charset=utf-8	47918	0		bodies/b4cb7dd35e2ac93e.body	bodies/b4cb7dd35e2ac93e.headers
https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	58bff37831d15a02	2026-07-28T21:07:09.085885+00:00	2026-07-28T21:07:09.563969+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	text/html; charset=utf-8	48838	0		bodies/58bff37831d15a02.body	bodies/58bff37831d15a02.headers
https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	ce6853b83859ee0b	2026-07-28T21:07:09.209014+00:00	2026-07-28T21:07:09.761807+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	text/html; charset=utf-8	52895	0		bodies/ce6853b83859ee0b.body	bodies/ce6853b83859ee0b.headers
https://github.com/rmcelreath/rethinking/blob/master/data/cherry_blossoms.csv	6bc32393aa2ab3c5	2026-07-28T21:07:09.212176+00:00	2026-07-28T21:07:09.769345+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/cherry_blossoms.csv	text/html; charset=utf-8	84221	0		bodies/6bc32393aa2ab3c5.body	bodies/6bc32393aa2ab3c5.headers
https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	4fc9f230ed8987bf	2026-07-28T21:07:09.276703+00:00	2026-07-28T21:07:09.779696+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	text/html; charset=utf-8	61356	0		bodies/4fc9f230ed8987bf.body	bodies/4fc9f230ed8987bf.headers
https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	08e559256130156b	2026-07-28T21:07:09.303216+00:00	2026-07-28T21:07:09.793272+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	text/html; charset=utf-8	50700	0		bodies/08e559256130156b.body	bodies/08e559256130156b.headers
https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	4dc04b08e2b52336	2026-07-28T21:07:09.323884+00:00	2026-07-28T21:07:09.840222+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	text/html; charset=utf-8	49685	0		bodies/4dc04b08e2b52336.body	bodies/4dc04b08e2b52336.headers
https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	ee898b7e00671240	2026-07-28T21:07:09.338519+00:00	2026-07-28T21:07:09.855445+00:00	0	200	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	text/html; charset=utf-8	94092	0		bodies/ee898b7e00671240.body	bodies/ee898b7e00671240.headers
