row_key	deployed	dataset	dataset_source_url	retrieved_at	http_status	curl_exit	final_url	content_type	dataset_receipt_status	evidence_anchor	body_sha256	model_support_boundary
bambi/radon_county_pred	true	radon	https://raw.githubusercontent.com/pymc-devs/pymc-examples/main/examples/data/srrs2.dat	2026-07-28T21:07:10.406679+00:00	200	0	https://raw.githubusercontent.com/pymc-devs/pymc-examples/main/examples/data/srrs2.dat	text/plain; charset=utf-8	reachable-data-or-description	text_offset=168; matched_terms=county; context_sha256=b2c637f0b37ec058	241219ed05d4bf7dc171ca279c69db7f8d87ae666feae86161c973483a054877	Dataset receipt is not evidence for formula or family.
bambi/strack_rrr_simple	true	strack_rrr	https://github.com/bambinos/bambi	2026-07-28T21:07:08.769611+00:00	200	0	https://github.com/bambinos/bambi	text/html; charset=utf-8	reachable-data-or-description	text_offset=4833; matched_terms=simple; context_sha256=424d5482c956525f	d4ab94711848bb1543dddfa25f57ea409203c8625298bb44b24c9b75712a24bb	Dataset receipt is not evidence for formula or family.
bambi/strack_rrr_full	true	strack_rrr	https://github.com/bambinos/bambi	2026-07-28T21:07:08.769611+00:00	200	0	https://github.com/bambinos/bambi	text/html; charset=utf-8	reachable-data-or-description	text_offset=6466; matched_terms=random; context_sha256=84653aa7b4773a47	d4ab94711848bb1543dddfa25f57ea409203c8625298bb44b24c9b75712a24bb	Dataset receipt is not evidence for formula or family.
bambi/shooter_rate_simple	true	shooter	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	2026-07-28T21:07:10.388144+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	text/plain; charset=utf-8	reachable-data-or-description	text_offset=11; matched_terms=target; context_sha256=f7dbff8a5a7df1b5	d5b085b3922f6a13964b7402cf29564c5e5f830b2104956734b0c17800337951	Dataset receipt is not evidence for formula or family.
bambi/shooter_rate_target	true	shooter	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	2026-07-28T21:07:10.388144+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	text/plain; charset=utf-8	reachable-data-or-description	text_offset=11; matched_terms=target; context_sha256=f7dbff8a5a7df1b5	d5b085b3922f6a13964b7402cf29564c5e5f830b2104956734b0c17800337951	Dataset receipt is not evidence for formula or family.
bambi/shooter_binary	true	shooter	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	2026-07-28T21:07:10.388144+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/shooter.csv	text/plain; charset=utf-8	reachable-data-or-description		d5b085b3922f6a13964b7402cf29564c5e5f830b2104956734b0c17800337951	Dataset receipt is not evidence for formula or family.
bambi/fixed_random_naive	true	fixed_random	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/fixed_random_fe	true	fixed_random	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/fixed_random_re	true	fixed_random	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/fixed_random_mundlak	true	fixed_random	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/t_regression_gaussian	true	t_regression	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/t_regression_t	true	t_regression	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/predict_new_groups	true	predict_new_groups	https://gist.githubusercontent.com/ucals/2cf9d101992cb1b78c2cdd6e3bac6a4b/raw/43034c39052dcf97d4b894d2ec1bc3f90f3623d9/osic_pulmonary_fibrosis.csv	2026-07-28T21:07:08.688397+00:00	200	0	https://gist.githubusercontent.com/ucals/2cf9d101992cb1b78c2cdd6e3bac6a4b/raw/43034c39052dcf97d4b894d2ec1bc3f90f3623d9/osic_pulmonary_fibrosis.csv	text/plain; charset=utf-8	reachable-data-or-description		45aa8d255d4c26476d6ba1bd4ba38823752420a716b75cf3ec24f2fab93f7270	Dataset receipt is not evidence for formula or family.
bambi/poly_falling_explicit	true	poly_falling	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/poly_falling_alt	true	poly_falling	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/poly_falling_precomp	true	poly_falling	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/poly_projectile_power	true	poly_projectile	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/poly_projectile_poly	true	poly_projectile	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/poly_planets	true	poly_planets	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/logistic_anes	true	logistic_anes	https://ndownloader.figshare.com/files/28870740	2026-07-28T21:07:09.564049+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870740/ANES_2016_pilot.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=638a9438f0104fb9a49d298a6d7c3241f6ef60055d122068d1c7c30ddeced8fe	text/csv	reachable-data-or-description	text_offset=1; matched_terms=vote; context_sha256=cd8e4f41bda82fde	3106beb6ded5a592ea0405d23b868bd8e74c259d7a7f5242c907555692905772	Dataset receipt is not evidence for formula or family.
bambi/model_comparison_linear	true	model_comparison	https://ndownloader.figshare.com/files/28870743	2026-07-28T21:07:09.568135+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870743/adults.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=6e237a48de1a6b4b3c421239341eb89ebd3f47e1bebae1df8eb43f0f5abb9a55	text/csv	reachable-data-or-description		27a5270ba720125dfb24a7708cbee0218b2ead36248ae244813655d03320e43e	Dataset receipt is not evidence for formula or family.
bambi/model_comparison_quad	true	model_comparison	https://ndownloader.figshare.com/files/28870743	2026-07-28T21:07:09.568135+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870743/adults.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=6e237a48de1a6b4b3c421239341eb89ebd3f47e1bebae1df8eb43f0f5abb9a55	text/csv	reachable-data-or-description		27a5270ba720125dfb24a7708cbee0218b2ead36248ae244813655d03320e43e	Dataset receipt is not evidence for formula or family.
bambi/model_comparison_cubic	true	model_comparison	https://ndownloader.figshare.com/files/28870743	2026-07-28T21:07:09.568135+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870743/adults.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=6e237a48de1a6b4b3c421239341eb89ebd3f47e1bebae1df8eb43f0f5abb9a55	text/csv	reachable-data-or-description		27a5270ba720125dfb24a7708cbee0218b2ead36248ae244813655d03320e43e	Dataset receipt is not evidence for formula or family.
bambi/hierarchical_binomial_nopooling	true	hierarchical_binomial	https://ndownloader.figshare.com/files/29749140	2026-07-28T21:07:09.596560+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/29749140/Batting.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=a1ce4c275feb631ab06d6aeb86bfeda72985946b242bcaa72d07511fd7484ac3	text/csv	reachable-data-or-description		bbbc9459632c738a07bbe0877970a7bbd1f4c2448193979337fe5bc3a4ab0228	Dataset receipt is not evidence for formula or family.
bambi/hierarchical_binomial_partial	true	hierarchical_binomial	https://ndownloader.figshare.com/files/29749140	2026-07-28T21:07:09.596560+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/29749140/Batting.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=a1ce4c275feb631ab06d6aeb86bfeda72985946b242bcaa72d07511fd7484ac3	text/csv	reachable-data-or-description		bbbc9459632c738a07bbe0877970a7bbd1f4c2448193979337fe5bc3a4ab0228	Dataset receipt is not evidence for formula or family.
bambi/alternative_links_logit	true	alternative_links	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/alternative_links_probit	true	alternative_links	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/alternative_links_cloglog	true	alternative_links	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/wald_gamma_wald	true	wald_gamma	https://ndownloader.figshare.com/files/28870713	2026-07-28T21:07:09.556073+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870713/carclaims.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=b88b98dd217d4aef4cb0dc90dbaa95c092557d76fb0e91caae7ce169734172e9	text/csv	reachable-data-or-description	text_offset=26; matched_terms=claims; context_sha256=e291c0cf81b5f7b9	74924bf5f0a6e5aa5453d87845cea05e6b41bb2052cf6f096d7f102235ae5cdf	Dataset receipt is not evidence for formula or family.
bambi/wald_gamma_gamma	true	wald_gamma	https://ndownloader.figshare.com/files/28870713	2026-07-28T21:07:09.556073+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/28870713/carclaims.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=b88b98dd217d4aef4cb0dc90dbaa95c092557d76fb0e91caae7ce169734172e9	text/csv	reachable-data-or-description	text_offset=26; matched_terms=claims; context_sha256=e291c0cf81b5f7b9	74924bf5f0a6e5aa5453d87845cea05e6b41bb2052cf6f096d7f102235ae5cdf	Dataset receipt is not evidence for formula or family.
bambi/negative_binomial_main	true	negative_binomial	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	2026-07-28T21:07:10.470958+00:00	200	0	https://stats.oarc.ucla.edu/stat/stata/dae/nb_data.dta	text/html; charset=iso-8859-1	reachable-data-or-description		66c285329eddb3d9ecc3f80b2876160cb091040df18fad0cd91fec11ec20bd78	Dataset receipt is not evidence for formula or family.
bambi/negative_binomial_interaction	true	negative_binomial	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	2026-07-28T21:07:10.470958+00:00	200	0	https://stats.oarc.ucla.edu/stat/stata/dae/nb_data.dta	text/html; charset=iso-8859-1	reachable-data-or-description		66c285329eddb3d9ecc3f80b2876160cb091040df18fad0cd91fec11ec20bd78	Dataset receipt is not evidence for formula or family.
bambi/count_roaches_poisson	true	count_roaches	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	2026-07-28T21:07:10.387279+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	text/plain; charset=utf-8	reachable-data-or-description		3359d9403d5eb1873264a05726f1fcb45dfd2914efac2c914e0863aedb56cc34	Dataset receipt is not evidence for formula or family.
bambi/count_roaches_nb	true	count_roaches	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	2026-07-28T21:07:10.387279+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	text/plain; charset=utf-8	reachable-data-or-description		3359d9403d5eb1873264a05726f1fcb45dfd2914efac2c914e0863aedb56cc34	Dataset receipt is not evidence for formula or family.
bambi/beta_probs_intercept	true	beta_probs	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/beta_coin	true	beta_coin	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/beta_batting_intercept	true	beta_batting	https://ndownloader.figshare.com/files/29749140	2026-07-28T21:07:09.596560+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/29749140/Batting.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=a1ce4c275feb631ab06d6aeb86bfeda72985946b242bcaa72d07511fd7484ac3	text/csv	reachable-data-or-description		bbbc9459632c738a07bbe0877970a7bbd1f4c2448193979337fe5bc3a4ab0228	Dataset receipt is not evidence for formula or family.
bambi/beta_batting_shift	true	beta_batting	https://ndownloader.figshare.com/files/29749140	2026-07-28T21:07:09.596560+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/29749140/Batting.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=a1ce4c275feb631ab06d6aeb86bfeda72985946b242bcaa72d07511fd7484ac3	text/csv	reachable-data-or-description	text_offset=42393; matched_terms=with; context_sha256=08674a6a7d39e011	bbbc9459632c738a07bbe0877970a7bbd1f4c2448193979337fe5bc3a4ab0228	Dataset receipt is not evidence for formula or family.
bambi/categorical_toy	true	categorical_toy	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/categorical_iris	true	categorical_regression	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/iris.csv	2026-07-28T21:07:10.721606+00:00	200	0	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/iris.csv	text/csv; charset=utf-8	reachable-data-or-description	text_offset=59; matched_terms=species; context_sha256=1a4a317dd7c3cb7b	398fadb8f48750d386d670e0b15c65944919682373bcaba59650c33eb5474362	Dataset receipt is not evidence for formula or family.
bambi/categorical_alligator	true	categorical_alligator	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/circular_vonmises	true	circular_regression	https://ndownloader.figshare.com/files/34446077	2026-07-28T21:07:09.761931+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/34446077/periwinkles.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=2d42f43ca88fbae7caeb4130d6f66591ce322a03f347c87fd327c05ff50ea940	text/csv	reachable-data-or-description		50da9791b7a66fbcc9ea4dd828dc7a3a66d5e067faf10f3bfd143af6c590923a	Dataset receipt is not evidence for formula or family.
bambi/circular_gaussian	true	circular_regression	https://ndownloader.figshare.com/files/34446077	2026-07-28T21:07:09.761931+00:00	200	0	https://s3-eu-west-1.amazonaws.com/pfigshare-u-files/34446077/periwinkles.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIYCQYOYV5JSSROOA/20260728/eu-west-1/s3/aws4_request&X-Amz-Date=20260728T210709Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=2d42f43ca88fbae7caeb4130d6f66591ce322a03f347c87fd327c05ff50ea940	text/csv	reachable-data-or-description		50da9791b7a66fbcc9ea4dd828dc7a3a66d5e067faf10f3bfd143af6c590923a	Dataset receipt is not evidence for formula or family.
bambi/quantile_p10	true	quantile_regression	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	2026-07-28T21:07:10.343617+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	text/plain; charset=utf-8	reachable-data-or-description		b20596457146bd3944f5353b1bd1c7e3fda7be515c7dc57c5fc1ded5192c4a74	Dataset receipt is not evidence for formula or family.
bambi/quantile_p50	true	quantile_regression	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	2026-07-28T21:07:10.343617+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	text/plain; charset=utf-8	reachable-data-or-description		b20596457146bd3944f5353b1bd1c7e3fda7be515c7dc57c5fc1ded5192c4a74	Dataset receipt is not evidence for formula or family.
bambi/quantile_p90	true	quantile_regression	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	2026-07-28T21:07:10.343617+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	text/plain; charset=utf-8	reachable-data-or-description		b20596457146bd3944f5353b1bd1c7e3fda7be515c7dc57c5fc1ded5192c4a74	Dataset receipt is not evidence for formula or family.
bambi/quantile_gaussian	true	quantile_regression	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	2026-07-28T21:07:10.343617+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	text/plain; charset=utf-8	reachable-data-or-description		b20596457146bd3944f5353b1bd1c7e3fda7be515c7dc57c5fc1ded5192c4a74	Dataset receipt is not evidence for formula or family.
bambi/mister_p	true	mister_p	https://dataverse.harvard.edu/	2026-07-28T21:07:08.673883+00:00	202	0	https://dataverse.harvard.edu/	text/html; charset=UTF-8	reachable-data-or-description			Dataset receipt is not evidence for formula or family.
bambi/zip_mu	true	zero_inflated	https://stats.idre.ucla.edu/stat/data/fish.csv	2026-07-28T21:07:10.463276+00:00	200	0	https://stats.oarc.ucla.edu/stat/data/fish.csv	text/csv	reachable-data-or-description		0bfc779be1512d07f7cd9fabf9270b940e1cb49e7f330731680aa41a0cf75a60	Dataset receipt is not evidence for formula or family.
bambi/zip_psi	true	zero_inflated	https://stats.idre.ucla.edu/stat/data/fish.csv	2026-07-28T21:07:10.463276+00:00	200	0	https://stats.oarc.ucla.edu/stat/data/fish.csv	text/csv	reachable-data-or-description		0bfc779be1512d07f7cd9fabf9270b940e1cb49e7f330731680aa41a0cf75a60	Dataset receipt is not evidence for formula or family.
bambi/hurdle_mu	true	zero_inflated	https://stats.idre.ucla.edu/stat/data/fish.csv	2026-07-28T21:07:10.463276+00:00	200	0	https://stats.oarc.ucla.edu/stat/data/fish.csv	text/csv	reachable-data-or-description		0bfc779be1512d07f7cd9fabf9270b940e1cb49e7f330731680aa41a0cf75a60	Dataset receipt is not evidence for formula or family.
bambi/hurdle_psi	true	zero_inflated	https://stats.idre.ucla.edu/stat/data/fish.csv	2026-07-28T21:07:10.463276+00:00	200	0	https://stats.oarc.ucla.edu/stat/data/fish.csv	text/csv	reachable-data-or-description		0bfc779be1512d07f7cd9fabf9270b940e1cb49e7f330731680aa41a0cf75a60	Dataset receipt is not evidence for formula or family.
bambi/ordinal_trolley_intercept	true	ordinal_regression	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	2026-07-28T21:07:10.455385+00:00	200	0	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	text/plain; charset=utf-8	reachable-data-or-description		4255f05e188831a03cd43a7de78ebf65f3ff9c14cf3302a8abd69530e826a13a	Dataset receipt is not evidence for formula or family.
bambi/ordinal_trolley_effects	true	ordinal_regression	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	2026-07-28T21:07:10.455385+00:00	200	0	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	text/plain; charset=utf-8	reachable-data-or-description	text_offset=51; matched_terms=action,contact,intention; context_sha256=92e66053b1059d54	4255f05e188831a03cd43a7de78ebf65f3ff9c14cf3302a8abd69530e826a13a	Dataset receipt is not evidence for formula or family.
bambi/ordinal_hr_years	true	hr_attrition	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/hr_employee_attrition.tsv.txt	2026-07-28T21:07:10.365357+00:00	200	0	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/hr_employee_attrition.tsv.txt	text/plain; charset=utf-8	reachable-data-or-description	text_offset=390; matched_terms=company,years; context_sha256=3cae89a8f7646156	78d333e28def5ad6382c81cc55c485df2c66d36c259e8447b7fe2cdb17945efb	Dataset receipt is not evidence for formula or family.
bambi/distributional_const_alpha	true	distributional_synth	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
bambi/distributional_var_alpha	true	distributional_synth	synthetic						synthetic-no-external-receipt			Dataset receipt is not evidence for formula or family.
