source_fidelity_first_pass	warmuphmc	inferred_translation_note	row_source_claim	source_fidelity_reason	source_fidelity_verdict	inferred_family_provenance	semantic_route	source_line	renderer_family_provenance	probe_id	probe_evidence_from_row	renderer_family_claim	family_discrepancy	log_density	formula_support	exact_evidence_kind	stan_data_sha256	family_support	dimension	failure_stage	failure_evidence	exact_probe_id	descriptor_mount_contract	inferred_translation_status	receipt_body_sha256	source	source_path	formula_claim_matches_return	row_key	bridgestan_instantiate	brmi_eval	dataset_claim	exact_current_brm_body	exact_capability_tier	warmuphmc_draws	dataset_support	dataset_receipt_statuses	brmi_parse	data_only_citation	stanc	source_fidelity_manual_reviewed	stan_transpile	stan_code_sha256	family_description_claim	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_metadata_claim	receipt_retrieved_at	key	deployed	inferred_current_brm_body	descriptor	exact_translation_note	probe_evidence_kind	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	dataset_receipt_urls	historical_sha	formula_claim	source_correction_with_evidence	inferred_family	receipt_evidence_anchor	semantic_route_note	receipt_http_status	inferred_capability_tier	row_index	data_shape_assumptions
confirmed	not-run	mean/shape gamma model converted to Distributions shape/rate	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	921	CatalogServer_default_unsubstantiated	faaf50b115ae466a	80	gaussian	renderer-default-contradicts semantic inference	-7.603557068658984	exact_text_present	not-probed	25f38c15f122a3a7f740e23095edfc4139f9dfdf5450f67ca04fc1fa65cd00d2	explicit_token_present	4				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	e4c4a3febd510eb94a41a200420a2fd29d8fe00559b6bfca2cb4269c85998ebb	bambi	scripts/examples/bambi.jl	true	bambi:wald_gamma_gamma	pass	pass	wald_gamma		unresolved-family		name_or_key_present	reachable-data-or-description	pass	false	pass	false	pass	f0799731a99ebde93052316576eb68056558495e6d81e017bb088c4f6672f7b5	gamma	Gamma Regression — Insurance Claims (Gamma Family)	claimcst0 ~ agecat + gender + area	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.616255+00:00	wald_gamma_gamma	true	log(mu) ~ agecat + gender + area\nlog(shape) ~ 1\nrate = shape / mu\nclaimcst0 ~ Gamma(shape, rate)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://ndownloader.figshare.com/files/28870713	05c3f465e7987e8d7caa7e214fedddd90415a922	claimcst0 ~ agecat + gender + area		gamma	text_offset=2500; matched_terms=agecat,area,claimcst0,gender; context_sha256=5ddf198e5697fb74	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	40	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	current NegativeBinomial Julia/Stan parameterizations are documented as non-identical	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	956	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	debca1ede81f7beec4e26cb248077890a7f197c1a3fbdc11fbe3277caba2243f	bambi	scripts/examples/bambi.jl	true	bambi:negative_binomial_main	not-run	not-run	negative_binomial		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		negativebinomial	Negative Binomial — Main Effects	daysabs ~ 0 + prog + scale(math)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.578204+00:00	negative_binomial_main	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	05c3f465e7987e8d7caa7e214fedddd90415a922	daysabs ~ 0 + prog + scale(math)		negativebinomial	text_offset=6876; matched_terms=daysabs,math,prog; context_sha256=def4faf4c2f65f3e	direct population/likelihood route when the family and terms are supported	200	unsupported	41	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	current NegativeBinomial Julia/Stan parameterizations are documented as non-identical	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	972	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	debca1ede81f7beec4e26cb248077890a7f197c1a3fbdc11fbe3277caba2243f	bambi	scripts/examples/bambi.jl	true	bambi:negative_binomial_interaction	not-run	not-run	negative_binomial		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		negativebinomial	Negative Binomial — Interaction	daysabs ~ 0 + prog + scale(math) + prog:scale(math)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.578204+00:00	negative_binomial_interaction	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	05c3f465e7987e8d7caa7e214fedddd90415a922	daysabs ~ 0 + prog + scale(math) + prog:scale(math)		negativebinomial	text_offset=6876; matched_terms=daysabs,math,prog; context_sha256=def4faf4c2f65f3e	direct population/likelihood route when the family and terms are supported	200	unsupported	42	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	explicit log-link Poisson likelihood; offset(...) becomes ordinary log exposure	https://bambinos.github.io/bambi/notebooks/count_roaches.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1004	CatalogServer_default_unsubstantiated	a3d48c3db122f2d3	86	gaussian	renderer-default-contradicts semantic inference	-12.0	exact_text_present	not-probed	99c386d39bfd5b98d08c3101bcf636841b70d1f092a9d7e81f17cb50850036d7	explicit_token_present	4				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	a989a12065ab61d6c63377de0a884d9cc3dd53a6965c6cdbf0081f861c2e0a87	bambi	scripts/examples/bambi.jl	true	bambi:count_roaches_poisson	pass	pass	count_roaches		unresolved-family		name_or_key_present	reachable-data-or-description	pass	false	pass	false	pass	c89b56aaec2be486b0f2702cca5867fa2af78f38c60ab2406138a968f7c3c42b	poisson	Count Regression with Offset — Poisson	y ~ roach1 + treatment + senior + offset(log(exposure2))	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.550996+00:00	count_roaches_poisson	true	log_rate ~ roach1 + treatment + senior + log(exposure2)\ny ~ Poisson(exp(log_rate))	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/count_roaches.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	y ~ roach1 + treatment + senior + offset(log(exposure2))		poisson	text_offset=2445; matched_terms=exposure2,roach1,senior,treatment; context_sha256=90d658005d3e94fa	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	43	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	current NegativeBinomial Julia/Stan parameterizations are documented as non-identical	https://bambinos.github.io/bambi/notebooks/count_roaches.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1020	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	a989a12065ab61d6c63377de0a884d9cc3dd53a6965c6cdbf0081f861c2e0a87	bambi	scripts/examples/bambi.jl	true	bambi:count_roaches_nb	not-run	not-run	count_roaches		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		negativebinomial	Count Regression with Offset — Negative Binomial	y ~ roach1 + treatment + senior + offset(log(exposure2))	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.550996+00:00	count_roaches_nb	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/count_roaches.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	y ~ roach1 + treatment + senior + offset(log(exposure2))		negativebinomial	text_offset=2445; matched_terms=exposure2,roach1,senior,treatment; context_sha256=90d658005d3e94fa	direct population/likelihood route when the family and terms are supported	200	unsupported	44	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	mean/precision beta parameterization written explicitly with inline shape expressions	https://bambinos.github.io/bambi/notebooks/beta_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1098	CatalogServer_default_unsubstantiated	3593b54707d8db08	90	gaussian	renderer-default-contradicts semantic inference	-3.342077309841285	exact_text_present	not-probed	3ea12d3272d366600885d80324a91e90a82dbcb147b0ce9248b3afd3b2fcbdcb	explicit_token_present	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a	bambi	scripts/examples/bambi.jl	true	bambi:beta_probs_intercept	pass	pass	beta_probs		unresolved-family		name_or_key_present	synthetic-no-external-receipt	pass	false	pass	false	pass	912a33768d202ae70c1c229ef8449cce45877441593cec5ee83ab30d819d4250	beta	Beta Regression — Intercept Only (Probabilities)	probabilities ~ 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.540611+00:00	beta_probs_intercept	true	logit(mu) ~ 1\nlog(phi) ~ 1\nprobabilities ~ Beta(mu * phi, (1 - mu) * phi)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/beta_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	synthetic	05c3f465e7987e8d7caa7e214fedddd90415a922	probabilities ~ 1		beta	text_offset=2281; matched_terms=probabilities; context_sha256=a0e50e4d1e09a066	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	45	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	mean/precision beta parameterization written explicitly with inline shape expressions	https://bambinos.github.io/bambi/notebooks/beta_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1113	CatalogServer_default_unsubstantiated	9d7e206f1be52225	92	gaussian	renderer-default-contradicts semantic inference	-3.342077309841285	exact_text_present	not-probed	b959e4ad8acf88ba232bcd35f9008aed9714e1a504548360aa37496b7c0d90a5	explicit_token_present	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a	bambi	scripts/examples/bambi.jl	true	bambi:beta_coin	pass	pass	beta_coin		unresolved-family		name_or_key_present	synthetic-no-external-receipt	pass	false	pass	false	pass	cff73644473e6c807dc8ca8134b70a37df4faa40fe07b2804ffa5cbc538faeb3	beta	Beta Regression — Coin Dirt	p ~ delta_d	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.540611+00:00	beta_coin	true	logit(mu) ~ delta_d\nlog(phi) ~ 1\np ~ Beta(mu * phi, (1 - mu) * phi)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/beta_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	synthetic	05c3f465e7987e8d7caa7e214fedddd90415a922	p ~ delta_d		beta	text_offset=9652; matched_terms=delta_d; context_sha256=b20280001bd37644	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	46	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	mean/precision beta parameterization written explicitly with inline shape expressions	https://bambinos.github.io/bambi/notebooks/beta_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1128	CatalogServer_default_unsubstantiated	9ff55a833eafc31a	94	gaussian	renderer-default-contradicts semantic inference	-3.342077309841285	exact_text_present	not-probed	681da8b6194d397f5464741e949b3193c1667b11d635c0a9500c2619e98af517	explicit_token_present	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a	bambi	scripts/examples/bambi.jl	true	bambi:beta_batting_intercept	pass	pass	beta_batting		unresolved-family		name_or_key_present	reachable-data-or-description	pass	false	pass	false	pass	7e39d1fa87531dc1aa23e9ca5dd544d3cdc455800aa7161ef6c7b6ed8778e2fd	beta	Beta Regression — Batting Average Intercept Only	batting_avg ~ 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.540611+00:00	beta_batting_intercept	true	logit(mu) ~ 1\nlog(phi) ~ 1\nbatting_avg ~ Beta(mu * phi, (1 - mu) * phi)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/beta_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://ndownloader.figshare.com/files/29749140	05c3f465e7987e8d7caa7e214fedddd90415a922	batting_avg ~ 1		beta	text_offset=12464; matched_terms=average,batting,batting_avg; context_sha256=dcbb021a88ae54f6	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	47	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	mean/precision beta parameterization written explicitly with inline shape expressions	https://bambinos.github.io/bambi/notebooks/beta_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1143	CatalogServer_default_unsubstantiated	0ed402108b95669b	96	gaussian	renderer-default-contradicts semantic inference	-3.342077309841285	exact_text_present	not-probed	708e14505fd89df2346f53bc011b8a4d53cbc8f09384c5159cb292a7f81ac1c6	explicit_token_present	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a	bambi	scripts/examples/bambi.jl	true	bambi:beta_batting_shift	pass	pass	beta_batting		unresolved-family		name_or_key_present	reachable-data-or-description	pass	false	pass	false	pass	fe1b0bf85d9dbecbfdb1ac41d614acaa5c94ac4743076de126040dbc63ec5a65	beta	Beta Regression — Batting Average with Shift Predictor	batting_avg ~ batting_avg_shift	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.540611+00:00	beta_batting_shift	true	logit(mu) ~ batting_avg_shift\nlog(phi) ~ 1\nbatting_avg ~ Beta(mu * phi, (1 - mu) * phi)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/beta_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://ndownloader.figshare.com/files/29749140	05c3f465e7987e8d7caa7e214fedddd90415a922	batting_avg ~ batting_avg_shift		beta	text_offset=12464; matched_terms=average,batting,batting_avg; context_sha256=dcbb021a88ae54f6	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	48	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	likelihood family `categorical` has no semantics-preserving current translation	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	unverifiable	inferred-from-description	ordinary_brm	1222	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		insufficient_terms:0/0	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6	bambi	scripts/examples/bambi.jl	true	bambi:categorical_toy	not-run	not-run	categorical_toy		unresolved-family		name_or_key_present	synthetic-no-external-receipt	not-run	false	not-run	false	not-run		categorical	Categorical Regression — Toy Dataset	y ~ x	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.545087+00:00	categorical_toy	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	synthetic	05c3f465e7987e8d7caa7e214fedddd90415a922	y ~ x		categorical	text_offset=0; matched_terms=categorical,dataset,regression; context_sha256=4b2331b914119f59	direct population/likelihood route when the family and terms are supported	200	unsupported	49	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	likelihood family `categorical` has no semantics-preserving current translation	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1237	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6	bambi	scripts/examples/bambi.jl	true	bambi:categorical_iris	not-run	not-run	categorical_regression		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		categorical	Categorical Regression — Iris Species	species ~ sepal_length + sepal_width + petal_length + petal_width	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.545087+00:00	categorical_iris	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/iris.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	species ~ sepal_length + sepal_width + petal_length + petal_width		categorical	text_offset=4700; matched_terms=petal_length,petal_width,sepal_length,sepal_width,species; context_sha256=ab27749f451acefe	direct population/likelihood route when the family and terms are supported	200	unsupported	50	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	likelihood family `categorical` has no semantics-preserving current translation	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1256	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6	bambi	scripts/examples/bambi.jl	true	bambi:categorical_alligator	not-run	not-run	categorical_alligator		unresolved-family		name_or_key_present	synthetic-no-external-receipt	not-run	false	not-run	false	not-run		categorical	Categorical Regression — Alligator Food Choice	choice ~ length + sex	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.545087+00:00	categorical_alligator	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	synthetic	05c3f465e7987e8d7caa7e214fedddd90415a922	choice ~ length + sex		categorical	text_offset=7484; matched_terms=alligator,choice,food,sex; context_sha256=991c32098c88e3f8	direct population/likelihood route when the family and terms are supported	200	unsupported	51	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	likelihood family `vonmises` has no semantics-preserving current translation	https://bambinos.github.io/bambi/notebooks/circular_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1288	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	55699db4a48e4b67d2127310598349787cede90de9214c3abf15748140f8de9c	bambi	scripts/examples/bambi.jl	true	bambi:circular_vonmises	not-run	not-run	circular_regression		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		vonmises	Circular Regression — Von Mises Family	direction ~ distance	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.548265+00:00	circular_vonmises	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/circular_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://ndownloader.figshare.com/files/34446077	05c3f465e7987e8d7caa7e214fedddd90415a922	direction ~ distance		vonmises	text_offset=0; matched_terms=circular,regression; context_sha256=ca82a03e9f7ce9bf	direct population/likelihood route when the family and terms are supported	200	unsupported	52	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	explicit Normal likelihood; residual scale estimated on log scale	https://bambinos.github.io/bambi/notebooks/circular_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1304	CatalogServer_default_unsubstantiated	059698c311f11ec5	106	gaussian	renderer-default-unsubstantiated; inference happens to agree	-7.817384082920588	exact_text_present	not-probed	3ee6b766ae16f1dd5d2f3ebd64264765eabcc2a2e4fd058a924ac84eea8fd2c4	explicit_token_present	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	55699db4a48e4b67d2127310598349787cede90de9214c3abf15748140f8de9c	bambi	scripts/examples/bambi.jl	true	bambi:circular_gaussian	pass	pass	circular_regression		unresolved-family		name_or_key_present	reachable-data-or-description	pass	false	pass	false	pass	ced2aadce7b1ea5d83e632ab90e0d563d465edccdd5c777a692c696a12ffb7ea	gaussian	Circular Regression — Gaussian Comparison	direction ~ distance	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.548265+00:00	circular_gaussian	true	loc ~ distance\nlog(sigma) ~ 1\ndirection ~ Normal(loc, sigma)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/circular_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://ndownloader.figshare.com/files/34446077	05c3f465e7987e8d7caa7e214fedddd90415a922	direction ~ distance		gaussian	text_offset=9; matched_terms=circular,comparison,regression; context_sha256=9ba25b40e2187b4b	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	53	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	bs(...) arguments do not map mechanically to current s(...) semantics	https://bambinos.github.io/bambi/notebooks/quantile_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1332	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	505a4d8639de329e318e736aeddf4bb83790ab37a5fe482cd46f3b300d5c5496	bambi	scripts/examples/bambi.jl	true	bambi:quantile_p10	not-run	not-run	quantile_regression		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		asymmetriclaplace	Quantile Regression — p10 (Asymmetric Laplace)	bmi ~ bs(age, knots=knots)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.609709+00:00	quantile_p10	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/quantile_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	bmi ~ bs(age, knots=knots)		asymmetriclaplace	text_offset=1653; matched_terms=age,asymmetric,laplace; context_sha256=6eb28875a17f13e4	direct population/likelihood route when the family and terms are supported	200	unsupported	54	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
confirmed	not-run	bs(...) arguments do not map mechanically to current s(...) semantics	https://bambinos.github.io/bambi/notebooks/quantile_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	confirmed	inferred-from-description	ordinary_brm	1347	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		exact_text_present	not-probed		explicit_token_present					no executable descriptor until translation is resolved	unsupported	505a4d8639de329e318e736aeddf4bb83790ab37a5fe482cd46f3b300d5c5496	bambi	scripts/examples/bambi.jl	true	bambi:quantile_p50	not-run	not-run	quantile_regression		unresolved-family		name_or_key_present	reachable-data-or-description	not-run	false	not-run	false	not-run		asymmetriclaplace	Quantile Regression — p50 (Asymmetric Laplace)	bmi ~ bs(age, knots=knots)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:08.609709+00:00	quantile_p50	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/quantile_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/bmi.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	bmi ~ bs(age, knots=knots)		asymmetriclaplace	text_offset=1653; matched_terms=age,asymmetric,laplace; context_sha256=6eb28875a17f13e4	direct population/likelihood route when the family and terms are supported	200	unsupported	55	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
