source_fidelity_first_pass	inferred_translation_note	family_audit_dataset_evidence	source_fidelity_verdict	family_audit_evidence_strength	source_line	renderer_family_provenance	probe_id	renderer_family_claim	family_discrepancy	family_adapter_clean_reviewed_sha	family_audit_authoritative_revision	formula_support	family_adapter_canonical_sha	dimension	failure_stage	descriptor_mount_contract	source_path	formula_claim_matches_return	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	brmi_eval	dataset_claim	exact_current_brm_body	warmuphmc_draws	dataset_receipt_statuses	data_only_citation	family_adapter_validation_sha	source_fidelity_manual_reviewed	stan_transpile	family_description_claim	family_audit_evidence_class	family_adapter_control_tier	descriptor	inferred_current_brm_body	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	historical_sha	source_correction_with_evidence	receipt_evidence_anchor	semantic_route_note	receipt_http_status	data_shape_assumptions	warmuphmc	row_source_claim	source_fidelity_reason	inferred_family_provenance	semantic_route	exact_surface_secondary_gap	family_audit_negative_evidence	probe_evidence_from_row	log_density	exact_surface_support_class	exact_evidence_kind	stan_data_sha256	family_support	failure_evidence	exact_probe_id	inferred_translation_status	receipt_body_sha256	source	family_audit_http_status	bridgestan_instantiate	row_key	exact_capability_tier	dataset_support	brmi_parse	stanc	family_adapter_control_scope	stan_code_sha256	family_audit_explicit_evidence	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_adapter_landed_applies	family_metadata_claim	receipt_retrieved_at	key	deployed	family_audit_semantic_evidence	exact_translation_note	probe_evidence_kind	family_audit_decision_rationale	inferred_surface_support_class	dataset_receipt_urls	inferred_surface_secondary_gap	formula_claim	family_audit_authoritative_surface	inferred_family	inferred_capability_tier	row_index
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		590	CatalogServer_default_unsubstantiated	a3d635d38339cc8f	gaussian	renderer-default-unsubstantiated; inference happens to agree			insufficient_terms:0/0		3		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	poly_falling			synthetic-no-external-receipt	false		false	pass	gaussian			pass	loc ~ protect(t^2) + 1\nlog(sigma) ~ 1\nx ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=0; matched_terms=polynomial,regression; context_sha256=19512a2ece7abe5b	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		48	-7.817384082920588	historical-semantics-unresolved	not-probed	c4aeffee53247ca51e5ae774f655111dccfa2a937708d9cd9eb1022a44b21e44	explicit_token_present			ready	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		pass	bambi:poly_falling_explicit	unresolved-family	name_or_key_present	pass	pass		d6c58037ed8215e078cf57efc0224f875615f05c4ee1d75e4363e38fb95c143e		Polynomial Regression — Falling Ball (Explicit)	x ~ I(t**2) + 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_falling_explicit	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	synthetic		x ~ I(t**2) + 1		gaussian	bridgestan-finite-density-gradient	24
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		606	CatalogServer_default_unsubstantiated	a3d635d38339cc8f	gaussian	renderer-default-unsubstantiated; inference happens to agree			insufficient_terms:0/0		3		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	poly_falling			synthetic-no-external-receipt	false		false	pass	gaussian			pass	loc ~ protect(t^2) + 1\nlog(sigma) ~ 1\nx ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=0; matched_terms=polynomial,regression; context_sha256=19512a2ece7abe5b	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		48	-7.817384082920588	historical-semantics-unresolved	not-probed	c4aeffee53247ca51e5ae774f655111dccfa2a937708d9cd9eb1022a44b21e44	explicit_token_present			ready	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		pass	bambi:poly_falling_alt	unresolved-family	name_or_key_present	pass	pass		d6c58037ed8215e078cf57efc0224f875615f05c4ee1d75e4363e38fb95c143e		Polynomial Regression — Falling Ball (Curly-Brace Syntax)	x ~ {t**2} + 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_falling_alt	true		family is not explicit or defensibly inferred	inherited-identical-probe		already-expressible-via-semantic-rewrite	synthetic		x ~ {t**2} + 1		gaussian	bridgestan-finite-density-gradient	25
confirmed	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		confirmed		622	CatalogServer_default_unsubstantiated	c5af9e9b5a1eae86	gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present		3		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	poly_falling			synthetic-no-external-receipt	false		false	pass	gaussian			pass	loc ~ tsquared + 1\nlog(sigma) ~ 1\nx ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=5355; matched_terms=column,tsquared; context_sha256=c8b5109512c81c87	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		52	-7.817384082920588	historical-semantics-unresolved	not-probed	e68a29c95706e70af1af6f359ff57cf4d2239683652d105116350a19f62ce114	explicit_token_present			ready	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		pass	bambi:poly_falling_precomp	unresolved-family	name_or_key_present	pass	pass		15ef5cb4e72e690c62f461e05aa457b46b3d223330cb5f113e22cd4235d60463		Polynomial Regression — Falling Ball (Pre-Computed Column)	x ~ tsquared + 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_falling_precomp	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		x ~ tsquared + 1		gaussian	bridgestan-finite-density-gradient	26
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		638	CatalogServer_default_unsubstantiated	b4e43a7ca2279f5f	gaussian	renderer-default-unsubstantiated; inference happens to agree			insufficient_terms:0/0		4		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	poly_projectile			synthetic-no-external-receipt	false		false	pass	gaussian			pass	loc ~ protect(t^2) + t + 1\nlog(sigma) ~ 1\nx ~ Normal(loc, sigma)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=0; matched_terms=polynomial,regression; context_sha256=19512a2ece7abe5b	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		54	-7.817384082920588	historical-semantics-unresolved	not-probed	d7ebcbfe7fe132241e8ae7128139c4177782b870f423a31aed8026f264b11c59	explicit_token_present			ready	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		pass	bambi:poly_projectile_power	unresolved-family	name_or_key_present	pass	pass		313feed9b3aa1d48870cb309ddc4a0b0ae608ca1241b502f435b14680466aa47		Polynomial Regression — Projectile (Power Basis)	x ~ I(t**2) + t + 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_projectile_power	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	synthetic		x ~ I(t**2) + t + 1		gaussian	bridgestan-finite-density-gradient	27
confirmed	polynomial basis is expressible through explicitly prederived columns, but raw/orthogonal basis identity and degree must be recovered		confirmed		654	CatalogServer_default_unsubstantiated		gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	poly_projectile			synthetic-no-external-receipt	false		false	not-run	gaussian			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=4828; matched_terms=raw,syntax; context_sha256=ed1f8f53d496f70d	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		not-run	bambi:poly_projectile_poly	unresolved-family	name_or_key_present	not-run	not-run				Polynomial Regression — Projectile (poly() Syntax)	x ~ poly(t, 2, raw=True)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_projectile_poly	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	synthetic		x ~ poly(t, 2, raw=True)		gaussian	semantic-rewrite	28
confirmed	source `:` interaction has a transformed/non-atomic operand; current `&` accepts raw columns only; prederive the exact interaction/design columns		confirmed		670	CatalogServer_default_unsubstantiated		gaussian	renderer-default-unsubstantiated; inference happens to agree			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	poly_planets			synthetic-no-external-receipt	false		false	not-run	gaussian			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=1297; matched_terms=planet,time; context_sha256=613b03594a8d7387	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/polynomial_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	59daf510ec50cbdcfafd6ce16b7f88c8854dd27b3b572930d1ff6202f033b438	bambi		not-run	bambi:poly_planets	unresolved-family	name_or_key_present	not-run	not-run				Polynomial Regression — Multi-Planet	Height ~ I(Time**2):Planet + Time + 0	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.608650+00:00	poly_planets	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	synthetic		Height ~ I(Time**2):Planet + Time + 0		gaussian	semantic-rewrite	29
confirmed	response expression is supported after an explicit named data-derivation step; transformed-response Jacobian/conditioning semantics still require review		confirmed		701	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	logistic_anes			reachable-data-or-description	false		false	not-run	bernoulli			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/logistic_regression.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=21; matched_terms=intention,logistic,regression,vote; context_sha256=fff96ffd6135f775	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/logistic_regression.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	2a382b45531c2e5392c7262c8c7644c7d7db7d19977420b9095f6cbeb61179be	bambi		not-run	bambi:logistic_anes	unresolved-family	name_or_key_present	not-run	not-run				Logistic Regression — Vote Intention	vote['clinton'] ~ party_id + party_id:age	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.565065+00:00	logistic_anes	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://ndownloader.figshare.com/files/28870740		vote['clinton'] ~ party_id + party_id:age		bernoulli	semantic-rewrite	30
confirmed	response expression is supported after an explicit named data-derivation step; transformed-response Jacobian/conditioning semantics still require review		confirmed		734	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	model_comparison			reachable-data-or-description	false		false	not-run	bernoulli			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/model_comparison.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=2890; matched_terms=hs_week,income,race,sex; context_sha256=6f402e9a5e8074fa	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/model_comparison.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	811f3df2ca426eda2e619b1ef27c8183d040b92ada5535df2a4ec174661956a7	bambi		not-run	bambi:model_comparison_linear	unresolved-family	name_or_key_present	not-run	not-run				Model Comparison — Linear	income['>50K'] ~ sex + race + scale(age) + scale(hs_week)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.569578+00:00	model_comparison_linear	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://ndownloader.figshare.com/files/28870743		income['>50K'] ~ sex + race + scale(age) + scale(hs_week)		bernoulli	semantic-rewrite	31
confirmed	response expression is supported after an explicit named data-derivation step; transformed-response Jacobian/conditioning semantics still require review		confirmed		750	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	model_comparison			reachable-data-or-description	false		false	not-run	bernoulli			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/model_comparison.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=2890; matched_terms=hs_week,income,race,sex; context_sha256=6f402e9a5e8074fa	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/model_comparison.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	811f3df2ca426eda2e619b1ef27c8183d040b92ada5535df2a4ec174661956a7	bambi		not-run	bambi:model_comparison_quad	unresolved-family	name_or_key_present	not-run	not-run				Model Comparison — Quadratic	income['>50K'] ~ sex + race + scale(age) + I(scale(age)**2) + scale(hs_week) + I(scale(hs_week)**2)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.569578+00:00	model_comparison_quad	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://ndownloader.figshare.com/files/28870743		income['>50K'] ~ sex + race + scale(age) + I(scale(age)**2) + scale(hs_week) + I(scale(hs_week)**2)		bernoulli	semantic-rewrite	32
adapted-but-defensible	response expression is supported after an explicit named data-derivation step; transformed-response Jacobian/conditioning semantics still require review		confirmed		765	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			partial_semantic_terms:6/6				no executable descriptor until translation is resolved	scripts/examples/bambi.jl	true			not-run	model_comparison			reachable-data-or-description	false		true	not-run	bernoulli			not-run		not-run	unresolved-family	https://bambinos.github.io/bambi/notebooks/model_comparison.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		model_comparison: adult-model formula construction and Bernoulli model block	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/model_comparison.html	The page programmatically constructs the adult Bernoulli model from cubic age, hs_week, sex, and race; the catalog is the explicit expansion of that generated formula.	inferred-from-description	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		explicit_token_present			semantic-rewrite	811f3df2ca426eda2e619b1ef27c8183d040b92ada5535df2a4ec174661956a7	bambi		not-run	bambi:model_comparison_cubic	unresolved-family	name_or_key_present	not-run	not-run				Model Comparison — Cubic	income['>50K'] ~ sex + race + scale(age) + I(scale(age)**2) + I(scale(age)**3) + scale(hs_week) + I(scale(hs_week)**2) + I(scale(hs_week)**3)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.569578+00:00	model_comparison_cubic	true		family is not explicit or defensibly inferred	not-probed		already-expressible-via-semantic-rewrite	https://ndownloader.figshare.com/files/28870743		income['>50K'] ~ sex + race + scale(age) + I(scale(age)**2) + I(scale(age)**3) + scale(hs_week) + I(scale(hs_week)**2) + I(scale(hs_week)**3)		bernoulli	semantic-rewrite	33
confirmed	trials/cbind response lowered to explicit BinomialLogit		confirmed		799	CatalogServer_default_unsubstantiated	ecbdaff7608cdc65	gaussian	renderer-default-contradicts semantic inference			exact_text_present		1		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	hierarchical_binomial			reachable-data-or-description	false		false	pass	binomial			pass	log_odds ~ 0 + playerID\nH ~ BinomialLogit(AB, log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=3517; matched_terms=playerid; context_sha256=eb8671f9eeb2dbad	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		68	-66.54212933375474	historical-semantics-unresolved	not-probed	7b286d62d91adac6cbc87098e583506bb95f4b09428eaee402236e482cf8bfaf	explicit_token_present			ready	ebedd5c19370a62d47542c2b1ae28116cbd97fc7fc22b25d3e6b004891436864	bambi		pass	bambi:hierarchical_binomial_nopooling	unresolved-family	name_or_key_present	pass	pass		33b2c5a420030258852e2a428c2853478d367a75261cb19d8340fe4060d6f3a2		Hierarchical Binomial — No Pooling	p(H, AB) ~ 0 + playerID	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.555170+00:00	hierarchical_binomial_nopooling	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://ndownloader.figshare.com/files/29749140		p(H, AB) ~ 0 + playerID		binomial	bridgestan-finite-density-gradient	34
confirmed	trials/cbind response lowered to explicit BinomialLogit		confirmed		814	CatalogServer_default_unsubstantiated	0ace46915d77415f	gaussian	renderer-default-contradicts semantic inference			exact_text_present		5		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	hierarchical_binomial			reachable-data-or-description	false		false	pass	binomial			pass	log_odds ~ 1 + (1|playerID)\nH ~ BinomialLogit(AB, log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=3517; matched_terms=playerid; context_sha256=eb8671f9eeb2dbad	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	The retrieved official/primary source contains the normalized claimed formula text.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		70	-66.54212933375474	historical-semantics-unresolved	not-probed	54710fc8d13aecf2f2b9fd11218657ff52b2c4ce9399cb4e909c4b32e1cc8984	explicit_token_present			ready	ebedd5c19370a62d47542c2b1ae28116cbd97fc7fc22b25d3e6b004891436864	bambi		pass	bambi:hierarchical_binomial_partial	unresolved-family	name_or_key_present	pass	pass		128155bba619e64c51d69ae5a54e958f5847221ab340dee7a982a761715d2263		Hierarchical Binomial — Partial Pooling	p(H, AB) ~ 1 + (1|playerID)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.555170+00:00	hierarchical_binomial_partial	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://ndownloader.figshare.com/files/29749140		p(H, AB) ~ 1 + (1|playerID)		binomial	bridgestan-finite-density-gradient	35
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		845	CatalogServer_default_unsubstantiated	87ee880b79582a60	gaussian	renderer-default-contradicts semantic inference			insufficient_terms:0/0		1		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	alternative_links			synthetic-no-external-receipt	false		false	pass	binomial			pass	log_odds ~ x\ny ~ BinomialLogit(n, log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=33; matched_terms=alternative; context_sha256=7f1261d4379aa0f4	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		72	-66.54212933375474	historical-semantics-unresolved	not-probed	12e44e4781fdc23b4ba7bdaf89e4fa5dbefa52d67af8548271af33351c0e7864	explicit_token_present			ready	7250c7b9eab2a0f090bded1e82b2b8f89af686d50899430657196a2f5ed0290a	bambi		pass	bambi:alternative_links_logit	unresolved-family	name_or_key_present	pass	pass		866f749e6ce1d1cee62aa13d21eb991c687c5054dc596dd5e45ddef10c184542		Alternative Links — Logit	p(y, n) ~ x	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.539819+00:00	alternative_links_logit	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	synthetic		p(y, n) ~ x		binomial	bridgestan-finite-density-gradient	36
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		860	CatalogServer_default_unsubstantiated	87ee880b79582a60	gaussian	renderer-default-contradicts semantic inference			insufficient_terms:0/0		1		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/bambi.jl	true			pass	alternative_links			synthetic-no-external-receipt	false		false	pass	binomial			pass	log_odds ~ x\ny ~ BinomialLogit(n, log_odds)	pass	unresolved-family	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=33; matched_terms=alternative; context_sha256=7f1261d4379aa0f4	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	inferred-from-description	ordinary_brm	family evidence remains indeterminate		72	-66.54212933375474	historical-semantics-unresolved	not-probed	12e44e4781fdc23b4ba7bdaf89e4fa5dbefa52d67af8548271af33351c0e7864	explicit_token_present			ready	7250c7b9eab2a0f090bded1e82b2b8f89af686d50899430657196a2f5ed0290a	bambi		pass	bambi:alternative_links_probit	unresolved-family	name_or_key_present	pass	pass		866f749e6ce1d1cee62aa13d21eb991c687c5054dc596dd5e45ddef10c184542		Alternative Links — Probit	p(y, n) ~ x	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.539819+00:00	alternative_links_probit	true		family is not explicit or defensibly inferred	inherited-identical-probe		already-expressible-verbatim	synthetic		p(y, n) ~ x		binomial	bridgestan-finite-density-gradient	37
